"Sample Date","Location History ID","Bloom Status"
"2024-09-03","0704CAN0286_3652","confirmed"
"2024-09-17","0704CAN0286_3652","confirmed"
"2024-10-28","0704CAN0286_3652","confirmed"
"2025-09-16","0704CAN0286_3652","confirmed"
"2025-09-24","0704CAN0286_3652","confirmed"
"2025-09-29","0704CAN0286_3652","confirmed"
"2021-08-21","0704CAN0286_3654","confirmed"
"2021-10-14","0704CAN0286_3654","confirmed"
"2022-09-09","0704CAN0286_3654","confirmed"
"2022-09-24","0704CAN0286_3654","confirmed"
"2024-07-27","0704CAN0286_3654","confirmed"
"2024-07-30","0704CAN0286_3654","confirmed"
"2024-08-25","0704CAN0286_3654","confirmed"
"2024-08-26","0704CAN0286_3654","confirmed"
"2024-08-29","0704CAN0286_3654","confirmed"
"2024-09-11","0704CAN0286_3654","confirmed"
"2024-09-16","0704CAN0286_3654","confirmed"
"2024-09-20","0704CAN0286_3654","confirmed"
"2024-10-17","0704CAN0286_3654","confirmed"
"2024-11-09","0704CAN0286_3654","confirmed"
"2025-09-27","0704CAN0286_3654","confirmed"
"2025-10-04","0704CAN0286_3654","confirmed"
"2021-08-21","0704CAN0286_3655","confirmed"
"2021-09-19","0704CAN0286_3655","confirmed"
"2022-08-19","0704CAN0286_3655","confirmed"
"2023-09-06","0704CAN0286_3655","confirmed"
"2023-10-02","0704CAN0286_3655","confirmed"
"2023-10-03","0704CAN0286_3655","confirmed"
"2024-08-26","0704CAN0286_3655","confirmed"
"2024-09-04","0704CAN0286_3655","confirmed"
"2024-09-12","0704CAN0286_3655","confirmed"
"2024-09-15","0704CAN0286_3655","confirmed"
"2024-09-21","0704CAN0286_3655","confirmed"
"2024-10-21","0704CAN0286_3655","confirmed"
"2024-11-03","0704CAN0286_3655","confirmed"
"2024-11-09","0704CAN0286_3655","confirmed"
"2024-11-17","0704CAN0286_3655","confirmed"
"2022-09-24","0704CAN0286_3656","confirmed"
"2025-09-14","0704CAN0286_3657","confirmed"
"2025-10-04","0704CAN0286_3657","confirmed"
"2021-10-10","0704CAN0286_3658","confirmed"
"2021-10-14","0704CAN0286_3658","confirmed"
"2023-09-06","0704CAN0286_3658","confirmed"
"2024-08-24","0704CAN0286_3658","confirmed"
"2024-09-04","0704CAN0286_3658","confirmed"
"2025-09-27","0704CAN0286_3658","confirmed"
"2025-11-02","0704CAN0286_3658","confirmed"
"2025-09-14","0704CAN0286_3659","confirmed"
"2021-10-06","0704CAN0286_3660","confirmed"
"2023-10-03","0704CAN0286_3662","confirmed"
"2021-10-06","0704CAN0286_3663","confirmed"
"2021-09-16","0704CAN0286_3665","confirmed"
"2025-09-30","0704CAN0286_3609","confirmed"
"2018-09-04","0704CAN0286_3611","confirmed_with_high_toxins"
"2022-08-16","0704CAN0286_3668","confirmed"
"2022-10-05","0704CAN0286_3668","confirmed"
"2023-10-01","0704CAN0286_3668","confirmed"
"2023-10-05","0704CAN0286_3668","confirmed"
"2024-09-10","0704CAN0286_3668","confirmed"
"2024-09-12","0704CAN0286_3668","confirmed"
"2024-09-20","0704CAN0286_3668","confirmed"
"2024-09-30","0704CAN0286_3668","confirmed"
"2025-09-16","0704CAN0286_3668","confirmed"
"2025-09-23","0704CAN0286_3668","confirmed"
"2025-09-25","0704CAN0286_3669","confirmed"
"2021-09-19","0704CAN0286_CSL1","confirmed"
"2021-10-06","0704CAN0286_CSL1","confirmed"
"2021-10-07","0704CAN0286_CSL1","confirmed"
"2022-09-09","0704CAN0286_CSL1","confirmed"
"2022-09-17","0704CAN0286_CSL1","confirmed"
"2022-09-30","0704CAN0286_CSL1","confirmed"
"2023-09-05","0704CAN0286_CSL1","confirmed"
"2023-10-02","0704CAN0286_CSL1","confirmed"
"2023-10-03","0704CAN0286_CSL1","confirmed"
"2024-07-27","0704CAN0286_CSL1","confirmed"
"2024-07-29","0704CAN0286_CSL1","confirmed"
"2024-07-30","0704CAN0286_CSL1","confirmed"
"2024-08-03","0704CAN0286_CSL1","confirmed"
"2024-08-24","0704CAN0286_CSL1","confirmed"
"2024-08-26","0704CAN0286_CSL1","confirmed"
"2024-09-11","0704CAN0286_CSL1","confirmed"
"2024-09-13","0704CAN0286_CSL1","confirmed"
"2024-09-14","0704CAN0286_CSL1","confirmed"
"2024-09-15","0704CAN0286_CSL1","confirmed"
"2024-10-22","0704CAN0286_CSL1","confirmed"
"2025-09-23","0704CAN0286_CSL1","confirmed"
"2021-09-18","0704CAN0286_3665","confirmed"
"2021-08-22","0704CAN0286_3668","confirmed"
"2021-09-19","0704CAN0286_3668","confirmed"
"2021-10-01","0704CAN0286_3668","confirmed"
"2021-10-06","0704CAN0286_CSL2","confirmed"
"2022-09-17","0704CAN0286_CSL2","confirmed"
"2023-10-02","0704CAN0286_CSL2","confirmed"
"2023-10-04","0704CAN0286_CSL2","confirmed"
"2024-09-19","0704CAN0286_3657","confirmed"
"2024-10-28","0704CAN0286_3657","confirmed"
"2021-10-06","0704CAN0286_3662","confirmed"
"2024-07-29","0704CAN0286_3665","confirmed"
"2024-08-26","0704CAN0286_3665","confirmed"
"2024-09-14","0704CAN0286_3665","confirmed"
"2024-09-20","0704CAN0286_3665","confirmed"
"2025-09-23","0704CAN0286_3665","confirmed"
"2021-08-20","0704CAN0286_3668","confirmed"
"2025-10-05","0704CAN0286_3685","confirmed"
"2024-07-23","0704CAN0286_3686","confirmed"
"2024-08-15","0704CAN0286_3686","confirmed"
"2024-08-25","0704CAN0286_3686","confirmed"
"2024-08-26","0704CAN0286_3686","confirmed"
"2024-10-28","0704CAN0286_3686","confirmed"
"2025-09-16","0704CAN0286_3686","confirmed"
"2025-09-23","0704CAN0286_3686","confirmed"
"2025-10-02","0704CAN0286_3686","confirmed"
"2024-07-30","0704CAN0286_3688","confirmed"
"2024-09-22","0704CAN0286_3688","confirmed"
"2024-10-18","0704CAN0286_3688","confirmed"
"2025-09-23","0704CAN0286_3690","confirmed"
"2025-09-23","0704CAN0286_3695","confirmed"
"2020-09-08","0704CAN0286_BEACH_1","confirmed"
"2021-08-26","0704CAN0286_BEACH_2","confirmed"
"2024-07-23","0704CAN0286_BEACH_2","confirmed"
"2024-07-30","0704CAN0286_BEACH_2","confirmed"
"2020-08-13","0704CAN0286_BEACH_3","confirmed"
"2021-08-23","0704CAN0286_BEACH_3","confirmed"
"2024-07-29","0704CAN0286_BEACH_3","confirmed"
"2024-08-29","0704CAN0286_BEACH_5","confirmed"
"2015-09-01","0704CAN0286_C","confirmed_with_high_toxins"
"2020-08-12","0704CAN0286_C","confirmed"
"2020-08-13","0704CAN0286_C","confirmed"
"2024-08-24","0704CAN0286_CSL2","confirmed"
"2025-10-04","0704CAN0286_CSL2","confirmed"
